,Date,Content,Retweet-count,Like-count,Reply-count,pos,neu,neg,compound,polarity_category
29,2019-03-01 05:50:16+00:00,Arb Goswamis head is so deep inside Modis ass he can e or breathe only when Modi opens his mouth #GoBackModi #WelcoBacbindan #ThankYouImranKhan,1,3,0,0.0,0.863,0.137,-0.5423,negative
30,2019-03-01 05:57:16+00:00,#GoBackModi we will not be cheated anymore on your promis or projects,1,2,0,0.197,0.803,0.0,0.4023,positive
31,2019-03-01 06:06:40+00:00,#GoBackModi RT ashu3pageIndias GDP growth dips further 66 by this govts paraters of calculation in Ocber December which is festival ason If origil td e GDP has collapd 47 or 48 percent,0,0,0,0.162,0.838,0.0,0.7003,positive
32,2019-03-01 06:12:29+00:00,TN will ver accept your or adies #GoBackModi,0,0,0,0.271,0.729,0.0,0.3818,positive
33,2019-03-01 06:22:21+00:00,Wot u ed is an IQ below avg get Which party befits d most post a riot or a warThats y bhakts dont get it Rest #GoBackModi,0,1,0,0.086,0.792,0.122,-0.2878,negative
34,2019-03-01 06:27:57+00:00,Just a reminder that Indias pri mister #rendraModi was not allowed in the US EU or UK for ars due his participation in terrorism and commul riots as chief mister of Gujarat #india #GoBackModi #AbhindasBack #ThankYouImranKhan,0,3,0,0.0,0.811,0.189,-0.836,negative
35,2019-03-01 06:30:28+00:00,We are not bot or any fa profiles #GoBackModi #GoBacntitiolModi,0,1,0,0.0,1.0,0.0,0.0,neutral
36,2019-03-01 06:37:39+00:00,#BorderWaalaModi or JUST #BoothWaalaModi #Abhindancomingback #GoBackModi #WelcoAbhindan Masood Azhar is in Pastan Ferozepur #PakPremiPatraar NaNaNarendra Modiin,0,0,0,0.0,1.0,0.0,0.0,neutral
37,2019-03-01 06:40:35+00:00,Curiousday1 I thand Pastan for #Abhidan2 Criticid #GoBackModi3 Said #SayNoWar Am I turng in a Libtard or even wor a Pasta#WelcoBacbhindan #FridayFeeling #PakPremiPatraar,0,2,0,0.0,1.0,0.0,0.0,neutral
38,2019-03-01 06:45:39+00:00,#PastanLeadsWithPeace #NobelPeacePrizeForImranKhan #GoBackModi#india suld really consider having or utilizing dia control system otherwi their own dia will continue be reason of #sha for #india and #indian people around the world,1,2,0,0.0,1.0,0.0,0.0,neutral
39,2019-03-01 06:46:37+00:00,#PastanLeadsWithPeace #NobelPeacePrizeForImranKhan #GoBackModi #indiapastantension #FilStri#india suld really consider having or utilizing dia control system otherwi their own dia will continue be reason of #sha for #india amp #indian people around the world,0,0,0,0.0,1.0,0.0,0.0,neutral
40,2019-03-01 06:47:59+00:00,#GoBackModi 1st galti anjaan 2nd galti ddan 3rd galti saitaan or jo bar bar galti re vo pastan,0,0,0,0.0,1.0,0.0,0.0,neutral
41,2019-03-01 06:49:03+00:00,Will #GoBackModi answer where are the 300 Bodies or any proof of Stri Or it was just an other election stunt which left the Army persols life in threat along with 14 Billion Public n,21,50,10,0.0,0.909,0.091,-0.5267,negative
42,2019-03-01 06:53:10+00:00,#PakPremiPatraar #GoBackModi Im glad that you guys are not in ard forces cau you all assles will just abandod their post at the ti of crisis or an attack in the of fa peaceIm glad Abhindan was not you and dont just disrespect him by this shit,0,0,0,0.137,0.675,0.188,-0.6271,negative
43,2019-03-01 07:00:11+00:00,U ed sambar or black pepper for lunch #GoBackModi,0,0,0,0.0,1.0,0.0,0.0,neutral
44,2019-03-01 07:01:16+00:00,#Pastan Foreign Office regarding #OIC says Pastan believes that with such a record India has no legal or moral grounds be prent at the eting Pastans strong objections in this regard have been clearly commucated #PastanLeadsWithPeace #GoBackModi,0,0,0,0.145,0.822,0.033,0.6838,positive
45,2019-03-01 07:12:32+00:00,This man only wants his go on either for good sa or bad sa Everyti when he reaches South Indian states he gets warm #Gobackmodi Go and receive our soldier and listen carefully what he says Dont talk here fal promis #GoBackModi,0,0,0,0.156,0.771,0.073,0.25,positive
46,2019-03-01 07:29:45+00:00,Plz Dont tweet #GoBackModi he Is our supre leader PM #GoBackModi suld not be tweeted or #GoBackModi suld not be lid I request you ndly Dont tweet #GoBackModi Its up you ppl tweet #GoBackModi or not Think before tweeting with #GoBackModi,2,0,0,0.031,0.969,0.0,0.0772,positive
47,2019-03-01 07:31:04+00:00,Plz Dont tweet #GoBackModi he Is our supre leader PM #GoBackModi suld not be tweeted or #GoBackModi suld not be lid I request you ndly Dont tweet #GoBackModi Its up you ppl tweet #GoBackModi or not Think before tweeting with #GoBackModi#GoBackModi,1,0,1,0.031,0.969,0.0,0.0772,positive
48,2019-03-01 07:39:01+00:00,India walo PUBG mai or real WAR mai bohat farq ta hy ued hy smjh aa gae gii#GoBackModi,0,0,0,0.0,0.786,0.214,-0.6841,negative
49,2019-03-01 07:39:04+00:00,The best part of this trend is no o is doing it after getting paid or anything Just out of pure love for man Lol #GoBackModi,0,0,0,0.316,0.621,0.062,0.875,positive
50,2019-03-01 07:39:20+00:00,Another shaful Twitter trend You know Twitters priorities are screwed when tweetbots and libtards Tweet #GoBackModi instead of #WelcoBacbhindan what irratiol hate against 1 man He is so strong capable amp works tirelessly help Indians WHETHER they do or not,1,1,0,0.19,0.677,0.133,0.4441,positive
51,2019-03-01 07:41:28+00:00,on a lighter note ive many Indian friends i wan say them that plea guys vote nsibly this ti or el you would be ud ntally amp emotiolly by puppets li modi amp your bribed dia #GoBackModi,0,0,0,0.079,0.921,0.0,0.4767,positive
52,2019-03-01 07:49:08+00:00,modi is going be PM again whether u li it or not u cant win truth on twitter #GoBackModi,1,0,0,0.118,0.791,0.091,0.1459,positive
53,2019-03-01 07:50:57+00:00,When you try doing sothing just before the exam date you are called either a lazy student or rank ifficient Either ca AP n India cannot afford you NaNaNarendra Modi #APDemandsJustice #GoBackModi#GoBacntitiolModi,2,4,0,0.0,0.925,0.075,-0.3612,negative
54,2019-03-01 07:53:50+00:00,The Indian PM has visitied Tamildu four tis in the last few months and all the four tis #GoBackModi has trended worldwide at number 1 or atleast tion wide at number 1#GoBackModi #Perir,1,4,0,0.077,0.923,0.0,0.1531,positive
55,2019-03-01 07:55:34+00:00,Tamildu is not UP or Bihar Modji you cant fool o tamil anyti #GoBackModi,0,0,0,0.156,0.844,0.0,0.3412,positive
56,2019-03-01 07:56:31+00:00,Why #GoBackModi in Tamildu He failed visit us during tural disasters or atleast he suld have allocated adequate moy us He ver care about us Why do we welco him He is getting good amount of tax moy from us amp give it for statues #GoBackModi,0,0,0,0.143,0.733,0.123,0.0258,neutral
57,2019-03-01 07:59:10+00:00,Go hell Modi Dear India ndly co o of Educated Pri Mister n wily so that he wont do a Mista that would b example for others #ThrowModi or Give us we will do his Chirl Gandaaajaydevgn B movies bao ap sirf politics m aao #GoBackModi,2,3,0,0.051,0.859,0.09,-0.4588,negative
58,2019-03-01 08:08:14+00:00,Pastan is swing positive gesture and Indian dia is proving PM Pastan as weak or under pressure if Modi is strong then why kulbushan jadav is in Pasta jail#Indiandia#ThankYouImranKhan#ArbGoswami#GoBackModi,2,2,0,0.186,0.676,0.138,0.4215,positive
59,2019-03-01 08:16:18+00:00,Ziada hg If waz Sharif or Asif Zardari did this they have would be labelled as trair #Hypocrisy #DoubleStandards #PastanLeadsWithPeace#NobelPeacePrizeForImranKhan #ThankYouImranKhan #ImranFiresPeaceMissile #GoBackModi #Abhidan #FilStri F16,0,1,1,0.0,1.0,0.0,0.0,neutral
60,2019-03-01 08:17:54+00:00,Indians are talng about intertiol pressure or Modis vicry just want ask why this invisible pressure not do for last 3ars #khulbushan #GoBackModi,0,1,0,0.051,0.778,0.171,-0.4767,negative
61,2019-03-01 08:23:25+00:00,I ask indian dia sw literally o piece of proof of our fallen f16i cant believe indian population are believing their dia witut eing or asng for proof #GoBackModi #PastanLeadsWithPeace #NobelPeacePrizeForImranKhan #ImranKhanPriMister,0,1,1,0.0,0.925,0.075,-0.3612,negative
62,2019-03-01 08:33:18+00:00,It is more or less certain that CRPF Bus Blast was a fal flag operation and the air stri is a follow up ensure BJP win in 2019 BJP politicians have openly started saying that this will ensure a BJP win in 2019 and will e the return of Modi wave #GoBackModi,1,2,0,0.24,0.76,0.0,0.9309,positive
63,2019-03-01 08:34:12+00:00,#gobackmodiModi is a trendtter He always wants be in trend either good way or bad way,0,1,0,0.142,0.686,0.172,-0.1531,negative
64,2019-03-01 08:42:28+00:00,#GoBackModi you would have heard aircraft being st pilot lled captured or injured but public slapping of a fighter pilot is ver heard of #WelcoAbhindan,1,5,2,0.071,0.86,0.069,0.0129,neutral
65,2019-03-01 08:44:13+00:00,w much ergy u put hate him or tell him #GoBackModiWith sa ergy people supports him#wesupportModi,0,1,0,0.124,0.693,0.183,-0.296,negative
66,2019-03-01 08:46:46+00:00,Save india modilinching or yogilinching #GoBackModi,0,1,0,0.39,0.61,0.0,0.4939,positive
67,2019-03-01 08:55:01+00:00,But unfortutely either Indians or Pastas dont know about what #IndiardForces and #modi doing Thats why everyo saying #GoBackModi If you insult #modi right now rember that you are insulting #IndiardForces Its very true,0,0,0,0.094,0.706,0.199,-0.6819,negative
68,2019-03-01 08:58:35+00:00,I can e so Pastan are also tweeting #GoBackModi I wonder if Indian army reached Pastan or what Where they want him go He is already in India only Dont worry he will coback in 2019,0,2,0,0.134,0.866,0.0,0.4777,positive
69,2019-03-01 09:02:39+00:00,Only a idiot pudo Tamilian moron would discuss about a Gujrati when a Tamilian w has do proud India and tamildu is returng heros welco OR A PAID PERSON ONLY WIL TREND ABOUT A GUJRATI OVER TAMILIAN #GoBackModi,0,1,1,0.118,0.741,0.142,-0.2732,negative
70,2019-03-01 09:03:13+00:00,#GoBackModi is good its trending but we have not any better option than modi So ep calm and support modi Or be the better option than modi educated people does not want their future in politics they can only troll politicians on TwitterBe the change you want e,1,0,1,0.238,0.688,0.075,0.8666,positive
71,2019-03-01 09:21:27+00:00,we suld ma a parate country or an area for the people w dont want war and move them there and let the people fight till their last breath w are just war mongering and mang fun of it #SayNoWar #GoBackModi,0,1,1,0.126,0.687,0.187,-0.2677,negative
72,2019-03-01 09:28:01+00:00,Attention Indians #GoBackModi is trending becau of Modis visit #Tamildu for election campaignThis trending is not support #Pastan or #ImranKhan #WelcoBacbhindan,1,2,0,0.0,0.899,0.101,-0.3089,negative
73,2019-03-01 09:34:05+00:00,T w are under the illusion that IndiaPastan confrontation is over they are wrong Modi is Modi as he has lost his fa he will do sothing more stupid soon across the border or shmir will burn more before the election#NoWar #GoBackModi #ThankYouImranKhan,1,2,0,0.0,0.774,0.226,-0.8858,negative
74,2019-03-01 09:51:48+00:00,Why #GoBackModi is trending again Is he in TN or rala,0,0,1,0.0,1.0,0.0,0.0,neutral
75,2019-03-01 09:57:19+00:00,Every single ti he lands in Tamil du Twitter is trending with #GoBackModiEither its a techcal issue with Twitter or its the amount of love Tamil people have for Modi,3,6,0,0.127,0.873,0.0,0.6369,positive
76,2019-03-01 09:58:00+00:00,Pastan wale trend kr rhe or Indian Pagal log sath de rhe Nonn peoples #GoBackModi#ModiMumn,0,1,0,0.0,1.0,0.0,0.0,neutral
77,2019-03-01 10:15:29+00:00,India walon wohi ImranKhanPTI jis ek br tmhare ek crickter rote hue dekh kr dobara beting di thi or phr xt ball pr phr out tha Aaj agr hm ndo waps kr rhe hyn agli bari pora india qaid kr lyn ge #GoBackModi,0,0,0,0.0,1.0,0.0,0.0,neutral
78,2019-03-01 10:21:51+00:00,This man is not only saving his tion or Indian but around 80 of the wle civilization#PastanLeadsWithPeace#GoBackModi #NobelPeacePrizeForImranKhan,0,1,0,0.0,1.0,0.0,0.0,neutral
79,2019-03-01 10:23:56+00:00,India Pilot is a Hero Or It is a pilot Project#GoBackModi #WelcoAbhindan #Abhindancomingback,0,0,0,0.231,0.769,0.0,0.5574,positive
80,2019-03-01 10:24:56+00:00,This is d right ti 4 Indians 2 asss d situation n decide whether dey want 2 continue as a prospering tion n let others prosper or dey wish war 4 o mans objectives n e their country n lives destrod before their own es#GoBackModi #NobelPeacePrizeForImranKhan,0,0,0,0.079,0.845,0.077,-0.2263,negative
81,2019-03-01 10:30:36+00:00,O suld not play with lives just gain more votes The ruling party suld just ep doing their work the citizens are nsible enough decide w vote Plea plea think human or el #GoBackModi #ChangePolitics #Elections2019,0,0,0,0.148,0.802,0.049,0.6204,positive
82,2019-03-01 10:35:50+00:00,#GoBackModi Oppn suld fight in streets not in Twitter or el he is coming back,0,0,0,0.0,0.843,0.157,-0.3818,negative
83,2019-03-01 10:47:55+00:00,In rta we dont fall feet of politicians sw lolty li AP or TN people do For us work matters #GoBackModi,0,0,0,0.052,0.948,0.0,0.0258,neutral
84,2019-03-01 10:49:06+00:00,Aik chaay wala aglay election sochta ha or ak leader agli nsal sochta ha #GoBackModi,0,0,0,0.27,0.73,0.0,0.5859,positive
85,2019-03-01 10:53:38+00:00,#GoBackModi TN has every right say this But dont support him it will be big loss for them only If vote for dmk they will defitely join with Congress or #Mahagathbandhan Then pm will RG or mamta Every o know w the two people will respect culture democracy,0,1,0,0.122,0.775,0.103,0.2762,positive
86,2019-03-01 11:06:45+00:00,South India and its people are simply Aweso They are intelligent and do not bow down stupidity propoganda or hate They think and act Love them trending #GoBackModi again Respect from North bros,0,2,0,0.286,0.631,0.083,0.8404,positive
87,2019-03-01 11:09:00+00:00,Suld modi go back just becau you have no effective face for leadership Look India is not the private property of dravidians or the congress Suld he go back just becau you failed do your task#GoBackModi,3,2,0,0.0,0.853,0.147,-0.7054,negative
88,2019-03-01 11:22:13+00:00,Wing commander was relead as a peace gesture If it would have been do becau of any socalled pressure or any convention agreent or becau of modis power then wt about lboshan he would have had the sa fate if it was bcoz of modis pressure #GoBackModi,0,1,0,0.067,0.848,0.085,0.0258,neutral
89,2019-03-01 11:34:49+00:00,I request #Indian plz bring your #PM from #SouthIndia or #Punjab becau they know well w ma progressives India #IndiadayConclave #GoBackModi #PeaceGesture is gift for Educated Indians #Pastan is always wid you guys,0,1,0,0.174,0.826,0.0,0.6486,positive
90,2019-03-01 11:55:13+00:00,With support of few people and political parties in AP it looks li centre is tang it as a granted and doing things unscientifically wards people of Andhra Pradesh Be it a state division or railway zo division #ModiCheatedAP #MODIcheatedAPagain #GoBackModi,0,0,0,0.163,0.837,0.0,0.7506,positive
91,2019-03-01 11:56:33+00:00,Twitter s not all Few non n people w have corrupt minds and have pledged it commusts or commuty or Congress or DK ed not b given importance Millions of people in TN li him #Gobackmodi,0,0,0,0.0,0.943,0.057,-0.2755,negative
92,2019-03-01 12:06:18+00:00,#modiwillcoback I have obrved that #gobackmodi is tranding bz most of the people tagging this is either Pasta or Muslim so it is not going helpModi will co back ma India more stronger,0,0,0,0.122,0.878,0.0,0.5095,positive
93,2019-03-01 12:06:47+00:00,East or West #GoBackModi is the First,1,2,0,0.0,1.0,0.0,0.0,neutral
94,2019-03-01 12:26:47+00:00,#GoBackModi Ti for introspectioN for his detracrsIs ImranKhanPTI Taliban Khan or PEACE KHAN#NoblePrizeForImranKhan,0,0,0,0.261,0.739,0.0,0.6408,positive
95,2019-03-01 12:29:43+00:00,#GoBackModi suld trend till the results of 2019 LS polls then only future politicians will not ma ss or fun of Countrys defen for political gains#GoBackModi,0,0,0,0.117,0.883,0.0,0.5106,positive
96,2019-03-01 13:05:43+00:00,War is not a solution of ten situation or get more ats in Elections The solutions of ten situation is dialogues amp do work for the people of your country get more ats #Mr #Modi#GoBackModi#NobelPeacePrizeForImranKhan#PastanLeadsWithPeace,0,0,0,0.043,0.809,0.148,-0.6324,negative
97,2019-03-01 13:28:48+00:00,Indian people aj NH b jagoge AP log your pm modi sirf election k Picchy ha soldier ap mar rhy n or ap dia #GoBackModi,0,0,0,0.216,0.784,0.0,0.7456,positive
98,2019-03-01 13:33:36+00:00,#GoBackModi modi is extremists or terroristModi terrorist,0,1,0,0.0,0.561,0.439,-0.6908,negative
99,2019-03-01 13:42:29+00:00,Folks we still have two pilots in cusdy #Abhindan read check wheather India go for war or peace #ImranFiresPeaceMissile #GoBackModi,0,0,0,0.138,0.709,0.154,-0.1027,negative
100,2019-03-01 13:46:03+00:00,Man of ti PM Imran Khan#NobelPeacePrizeForImranKhan#PastanLeadsWithPeace#GoBackModiModi better you suld ma tea or open tea tel as you have earn lot of moy illegally,0,0,0,0.116,0.884,0.0,0.4404,positive
101,2019-03-01 13:52:00+00:00,India suld get rid of its current leader or el it will ver walk on a path of peace and its conquences wont be very ce #GoBackModi,0,0,0,0.119,0.881,0.0,0.5423,positive
102,2019-03-01 14:02:06+00:00,Tamildu govt found it 7 terrorist listed eman Thirumugan Gandhi Vai Tlthirumavalvan Mathimaran Prash raj malasan Plea bring Pastan Or Srilan #malHaasan #PeoplesPMModi #AIADMK #GoBackModi #MKStalin,0,0,0,0.0,0.842,0.158,-0.6908,negative
103,2019-03-01 14:04:49+00:00,Nobodys has the right insult India or Indians on the behalf of the Modi je Be respective be optimistic be realistic Your troll can help you gain popularity but it will hurt relations between the tions#SayNotWar #GoBackModi,0,1,0,0.208,0.647,0.145,-0.0258,neutral
104,2019-03-01 14:35:09+00:00,mu or masooor daal#PastanLeadsWithPeace#Pastan#WhyIsIndiandiaStupid#AbhindanVarthaman #WelcoAbhindan #NobelPeacePrizeForImranKhan #India #GoBackModi,0,0,0,0.0,1.0,0.0,0.0,neutral
105,2019-03-01 14:39:38+00:00,#GoBackModiI dont know why our Tamil brothers and sisters hates Modi He ver treated TN as partial while providing governnt aid or pouring investnts TN is treated aa way as other Indian states,0,0,0,0.0,0.917,0.083,-0.4404,negative
106,2019-03-01 14:50:11+00:00,Air Marshal Shirish Baban Deo rved as Chief of the Western Air Command from Dec 16 p 18Air MarshalChandrashekharan Hari Kumar rved from p 18 Feb 19 Why retired so earlyRetired or Sacd#MIG21 #IndiairForce #indiapastantensions #GoBackModi #Abhindhan,0,0,0,0.0,1.0,0.0,0.0,neutral
107,2019-03-01 14:56:18+00:00,It is shaful for any person or political group misu lives of common soldiers amp put tiol resources at risk just for pitty persol interest amp political interest an illetrate terrorist amp road side stuborn ruffian suld be spped #GoBackModi,0,0,0,0.123,0.738,0.139,-0.2023,negative
108,2019-03-01 15:53:09+00:00,#WelcoBacbhindan We are Produ or you anwhile #GoBackModi,0,0,0,0.0,1.0,0.0,0.0,neutral
109,2019-03-01 16:21:05+00:00,If wish of peace is much why not Mumtaz Qadri was releadAltugh all Pasta tion rather all Muslim Ummah was stand with himWhat was Mumtaz Qadri not Indian or Arican citizen or becau he had protected moos e Risalat#IAmMumtazQadri #GoBackModi,0,1,0,0.197,0.803,0.0,0.8442,positive
110,2019-03-01 17:46:47+00:00,#AbhindanReturns but No salutes given from lndian BSF straight t0rture room where he will say whatever modi wantsNow its ti for #Indiandia play their role either continue being a pawn in politics or report facts#GoBackModi #ImranKhanForNobelPeacePrize,0,0,1,0.132,0.8,0.068,0.3919,positive
111,2019-03-01 17:58:17+00:00,Releasing #Abindan decision right or wrong#PastanLeadsWithPeace #indiapastantensions #Indiandia #WhyIsIndiandiaStupid #ModiFailstiolcurity #GoBackModi #PMImranKhan #Noblepeaceprizeforimrankhan,2,2,1,0.0,1.0,0.0,0.0,neutral
112,2019-03-01 18:44:29+00:00,Vote congress if u want yr children remain in shadow of terrorist attack from Pastan or BJP4India if u want do surgical stri fish terroristPak Think and act carefully NaNaNarendra Modiin NaNaNarendra Modi #ModiMumn #,0,0,0,0.098,0.716,0.186,-0.7717,negative
113,2019-03-01 18:56:30+00:00,So peoples are ntally challenged they are still in doubtCongress Sarabjeet 24 ars main wapas la g or Bjp 24 urs main kr dikha #WelcoAbhidan #MoAgain #MoAgain2019 NaNaNarendra Modi AmitShah,1,1,0,0.0,0.954,0.046,-0.1027,negative
114,2019-03-01 19:00:31+00:00,#congress party saab hi cda#BJP party masood azhar cd dia Or #andhbhakt #ModidiaDimagh m hi ghusyga#GobackModi#WelcoAbhindan#BJP,0,0,0,0.278,0.722,0.0,0.6597,positive
115,2019-03-01 19:54:43+00:00,I just watched footage of Abhindan handing overIndian side received him li he was a dead body No enthusiasm no procol no hug or saluteIsnt it strange#Lor #Peace#Loc#PastanLeadsWithPeace #GoBackModi,0,1,0,0.102,0.648,0.25,-0.7568,negative
116,2019-03-01 19:55:50+00:00,Did any Indian noticed no Indian army personl saluted or huged or gave a warm welco your so called hero pe you got my point#PastanLeadsWithPeace #GoBackModi,0,0,0,0.187,0.742,0.071,0.5542,positive
117,2019-03-01 20:28:34+00:00,w can ImranKhanPTI expects Indian Govt understand ang of digty or gesture of peace when their sitting officials are telling lies on dia loong desperate justify their win just for elections #PastanLeadsWithPeace #GoBackModi,2,2,0,0.176,0.7,0.123,0.4939,positive
118,2019-03-01 20:29:09+00:00,Whats the point of doing shelling or LoC violation after getting back your so called Hero If youre think our peace gesture as our weakss This is your last and biggest mista NaNaNarendra Modi #GoBackModi,0,1,0,0.173,0.752,0.075,0.6344,positive
